,Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
181122,14-00224146,Coyote Complaints,Phone,Closed,10/20/2014 09:56:09 AM,10/17/2014 05:08:33 PM,10/20/2014 09:56:10 AM,10/20/2014 09:56:09 AM,"2013 SURREY HILL DR, AUSTIN, TX",2013.0,SURREY HILL,AUSTIN,78746.0,TRAVIS,3088815.5672297003,10071424.1350791,30.27151656,-97.82350543,"(30.27151656, -97.82350543)",8.0,583S,ME22
181123,14-00225718,Coyote Complaints,Phone,Closed,10/20/2014 09:56:51 AM,10/19/2014 02:53:16 PM,10/20/2014 09:56:51 AM,10/20/2014 09:56:51 AM,"8600 BRODIE LN, AUSTIN, TX",8600.0,BRODIE,AUSTIN,78749.0,TRAVIS,3084134.03921289,10044813.9247062,30.1986575,-97.84022079,"(30.1986575, -97.84022079)",8.0,642V,MD16
181153,14-00226832,Coyote Complaints,Phone,Closed,10/21/2014 12:42:27 PM,10/21/2014 12:09:15 AM,10/21/2014 12:42:28 PM,10/21/2014 12:42:27 PM,"1709 WESTOVER RD, AUSTIN, TX",1709.0,WESTOVER,AUSTIN,78703.0,TRAVIS,3109503.73709705,10082062.5219152,30.29945991,-97.75720715,"(30.29945991, -97.75720715)",9.0,554Z,MH25
181364,14-00226439,Coyote Complaints,Phone,Closed,10/21/2014 10:30:05 AM,10/20/2014 02:47:52 PM,10/21/2014 10:30:06 AM,10/21/2014 10:30:05 AM,"811 THERESA AVE, AUSTIN, TX",811.0,THERESA,AUSTIN,78703.0,TRAVIS,3106967.61296229,10074901.9927905,30.27993782,-97.76576486,"(30.27993782, -97.76576486)",9.0,584L,MH23
181376,14-00226849,Coyote Complaints,Phone,Closed,10/21/2014 12:43:05 PM,10/21/2014 03:29:10 AM,10/21/2014 12:43:05 PM,10/21/2014 12:43:05 PM,"9801 W PARMER LN, AUSTIN, TX",9801.0,PARMER,AUSTIN,78717.0,WILLIAMSON,3103771.66685155,10149627.9635853,30.48555273,-97.7704334,"(30.48555273, -97.7704334)",6.0,404Q,MH41
181377,14-00226859,Coyote Complaints,Phone,Closed,10/21/2014 12:43:48 PM,10/21/2014 05:37:55 AM,10/21/2014 12:43:49 PM,10/21/2014 12:43:48 PM,"8001 S US 183 HWY, AUSTIN 5 ETJ, TX",8001.0,183,AUSTIN 5 ETJ,78719.0,TRAVIS,3130019.90111246,10024991.475290801,30.14125995,-97.69650217,"(30.14125995, -97.69650217)",,706K,ML11
181379,14-00227169,Coyote Complaints,Phone,Closed,10/24/2014 02:44:03 PM,10/21/2014 12:58:10 PM,10/24/2014 02:44:03 PM,10/24/2014 02:44:03 PM,"ANDERSON MILL RD & DIES RANCH RD, CEDAR PARK, TX",,ANDERSON MILL RD & DIES RANCH RD,CEDAR PARK,78613.0,TRAVIS,3080777.15000001,10142015.96,30.46606372,-97.8439592,"(30.46606372, -97.8439592)",,432H,MD39
181380,14-00227487,Coyote Complaints,Phone,Closed,10/24/2014 02:44:38 PM,10/21/2014 08:00:10 PM,10/24/2014 02:44:39 PM,10/24/2014 02:44:38 PM,"4701 STAGGERBRUSH RD, AUSTIN, TX",4701.0,STAGGERBRUSH,AUSTIN,78749.0,TRAVIS,3084426.52770907,10057636.144430801,30.23388632,-97.83838496,"(30.23388632, -97.83838496)",8.0,612V,MD19
181384,14-00226802,Coyote Complaints,Phone,Closed,10/21/2014 12:41:39 PM,10/20/2014 10:58:16 PM,10/21/2014 12:41:40 PM,10/21/2014 12:41:39 PM,"CHIMNEY CORNERS & FAR WEST BLVD, AUSTIN, TX",,CHIMNEY CORNERS & FAR WEST BLVD,AUSTIN,78731.0,TRAVIS,3107802.56,10103002.62,30.35712962,-97.76106205,"(30.35712962, -97.76106205)",10.0,524G,MH30
181695,14-00227580,Coyote Complaints,Phone,Closed,10/24/2014 02:46:47 PM,10/22/2014 03:29:27 AM,10/24/2014 02:46:48 PM,10/24/2014 02:46:47 PM,"901 PATTERSON AVE, AUSTIN, TX",901.0,PATTERSON,AUSTIN,78703.0,TRAVIS,3107508.58035077,10075250.963565199,30.28086275,-97.76402597,"(30.28086275, -97.76402597)",9.0,584L,MH23
181696,14-00227629,Coyote Complaints,Phone,Closed,10/24/2014 02:47:24 PM,10/22/2014 07:55:26 AM,10/24/2014 02:47:25 PM,10/24/2014 02:47:24 PM,"6709 CUESTA TRL, AUSTIN, TX",6709.0,CUESTA,AUSTIN,78730.0,TRAVIS,3090852.72677549,10110611.9427029,30.37911321,-97.81424292,"(30.37911321, -97.81424292)",10.0,493P,ME32
181697,14-00227642,Coyote Complaints,Phone,Closed,10/24/2014 02:47:49 PM,10/22/2014 08:16:18 AM,10/24/2014 02:47:50 PM,10/24/2014 02:47:49 PM,"1717 W 10TH ST, AUSTIN, TX",1717.0,10TH,AUSTIN,78703.0,TRAVIS,3107848.92907586,10075116.424782302,30.28047131,-97.76295785,"(30.28047131, -97.76295785)",9.0,584L,MH23
181699,14-00227748,Coyote Complaints,Phone,Duplicate (closed),10/24/2014 02:47:49 PM,10/22/2014 10:01:00 AM,10/24/2014 02:47:49 PM,10/24/2014 02:47:49 PM,"1717 W 10TH ST, AUSTIN, TX",1717.0,10TH,AUSTIN,78703.0,TRAVIS,3107848.92907586,10075116.424782302,30.28047131,-97.76295785,"(30.28047131, -97.76295785)",9.0,584L,MH23
182391,14-00229679,Coyote Complaints,Phone,Closed,10/24/2014 02:51:38 PM,10/24/2014 11:53:41 AM,10/24/2014 02:51:39 PM,10/24/2014 02:51:38 PM,"3514 HILLBROOK DR, AUSTIN, TX",3514.0,HILLBROOK,AUSTIN,78731.0,TRAVIS,3108543.76753599,10099118.0092506,30.346404200000002,-97.75899762,"(30.3464042, -97.75899762)",10.0,524R,MH29
182428,14-00229675,Coyote Complaints,Phone,Closed,10/24/2014 02:50:06 PM,10/24/2014 11:46:17 AM,10/24/2014 02:50:07 PM,10/24/2014 02:50:06 PM,"7304 KAPOK LN, AUSTIN, TX",7304.0,KAPOK,AUSTIN,78759.0,TRAVIS,3104920.40676935,10128005.9930747,30.42604372,-97.76836999999999,"(30.42604372, -97.76837)",10.0,464G,MH36
182429,14-00229737,Coyote Complaints,Phone,Closed,10/24/2014 02:52:04 PM,10/24/2014 01:08:14 PM,10/24/2014 02:52:05 PM,10/24/2014 02:52:04 PM,"2103 PLUMBROOK DR, AUSTIN, TX",2103.0,PLUMBROOK,AUSTIN,78746.0,TRAVIS,3086110.0894807004,10072344.0814569,30.27421294,-97.83200809,"(30.27421294, -97.83200809)",,583N,ME23
182430,14-00229907,Coyote Complaints,Phone,New,10/24/2014 04:34:24 PM,10/24/2014 04:34:24 PM,10/24/2014 04:35:52 PM,,"6609 CAT CREEK TRL, AUSTIN, TX",6609.0,CAT CREEK,AUSTIN,78731.0,TRAVIS,3101960.51834719,10104438.6991006,30.3614473,-97.77947535,"(30.3614473, -97.77947535)",10.0,524F,MG30
182432,14-00229189,Coyote Complaints,Phone,Closed,10/24/2014 02:49:15 PM,10/23/2014 08:16:08 PM,10/24/2014 02:49:16 PM,10/24/2014 02:49:15 PM,"CLOCK TOWER DR &E ANDERSON LN SVRD WB, AUSTIN, TX",,CLOCK TOWER DR &E ANDERSON LN SVRD WB,AUSTIN,78753.0,TRAVIS,3128706.78,10096195.14,30.33707093,-97.69531382,"(30.33707093, -97.69531382)",4.0,526X,ML28
182563,14-00230794,Coyote Complaints,Phone,New,10/25/2014 06:35:21 PM,10/25/2014 06:35:21 PM,10/25/2014 06:35:21 PM,,"PARKER LN & WINDOAK DR, AUSTIN, TX",,PARKER LN & WINDOAK DR,AUSTIN,78741.0,TRAVIS,3116807.75,10058435.0,30.2340445,-97.73581732,"(30.2340445, -97.73581732)",9.0,615T,MJ19
182701,14-00231195,Coyote Complaints,Phone,New,10/26/2014 09:31:54 AM,10/26/2014 09:31:54 AM,10/26/2014 09:31:54 AM,,"11501 SPICEWOOD PKWY, AUSTIN, TX",11501.0,SPICEWOOD,AUSTIN,78750.0,TRAVIS,3095037.70852976,10133167.1799517,30.44085396,-97.79934523,"(30.44085396, -97.79934523)",6.0,433Z,MF37
182820,14-00231936,Coyote Complaints,Phone,New,10/27/2014 08:56:31 AM,10/27/2014 08:56:31 AM,10/27/2014 08:56:31 AM,,"1217 HOLLOW CREEK DR, AUSTIN, TX",1217.0,HOLLOW CREEK,AUSTIN,78704.0,TRAVIS,3104710.3911635,10067644.96198,30.26013228,-97.77344298,"(30.26013228, -97.77344298)",5.0,614B,MG21
183268,14-00232824,Coyote Complaints,Phone,New,10/28/2014 12:42:18 AM,10/28/2014 12:42:18 AM,10/28/2014 12:42:18 AM,,"STECK AVE & SUMMER SIDE DR, AUSTIN, TX",,STECK AVE & SUMMER SIDE DR,AUSTIN,78759.0,TRAVIS,3112290.25,10107871.0,30.37022603,-97.74647837,"(30.37022603, -97.74647837)",10.0,495W,MJ31
215335,18-00059402,Coyote Complaints,Phone,Closed,03/06/2018 10:47:17 AM,03/02/2018 08:46:06 AM,03/06/2018 09:47:18 AM,03/06/2018 10:47:17 AM,"11614 FEBRUARY DR, AUSTIN, TX 78753",11614.0,FEBRUARY,AUSTIN,78753.0,TRAVIS,3137815.24755837,10111932.999174,30.37973426,-97.66525250000001,"(30.37973426, -97.6652525)",1.0,497N,MN32
236468,14-00036301,Coyote Complaints,Phone,Closed,03/02/2014 10:40:36 AM,03/02/2014 08:17:13 AM,03/02/2014 10:40:37 AM,03/02/2014 10:40:36 AM,LOST CREEK BLVD &S CAPITAL OF TEXAS HWY NB TX,,LOST CREEK BLVD &S CAPITAL OF TEXAS HWY NB,AUSTIN,78746.0,TRAVIS,3088912.233,10075365.33,30.283726,-97.824273,"(30.283726, -97.824273)",8.0,583K,ME23
289741,14-00004355,Coyote Complaints,Phone,Closed,01/08/2014 02:12:00 PM,01/08/2014 07:54:00 AM,01/08/2014 02:12:00 PM,01/08/2014 02:12:00 PM,WALSH TARLTON LN &S CAPITAL OF TEXAS HWY NB TX,,WALSH TARLTON LN &S CAPITAL OF TEXAS HWY NB,AUSTIN,78746.0,TRAVIS,3092538.22,10066635.32,30.258121999999997,-97.812055,"(30.258122, -97.812055)",8.0,613C,MF21
292743,14-00102676,Coyote Complaints,Phone,Closed,06/02/2014 03:08:07 PM,05/29/2014 01:59:55 AM,06/02/2014 03:08:08 PM,06/02/2014 03:08:07 PM,"2100 BARTON SPRINGS RD, AUSTIN, TX",2100.0,BARTON SPRINGS,AUSTIN,78746.0,TRAVIS,3106596.63001956,10069858.280119698,30.266096899999997,-97.76730839,"(30.2660969, -97.76730839)",8.0,584Y,MH22
330940,14-00157558,Coyote Complaints,Phone,Closed,07/30/2014 07:58:14 AM,07/29/2014 11:21:27 PM,07/30/2014 07:58:15 AM,07/30/2014 07:58:14 AM,RIATA TRACE PKWY TX,,RIATA TRACE,AUSTIN,78727.0,TRAVIS,3114231.0,10130391.0,30.429176000000002,-97.749826,"(30.429176, -97.749826)",6.0,465B,MJ36
332161,14-00003882,Coyote Complaints,Phone,Closed,01/08/2014 01:54:00 PM,01/07/2014 10:28:00 AM,01/08/2014 01:54:00 PM,01/08/2014 01:54:00 PM,"7609 LONGVIEW RD, AUSTIN, TX",7609.0,LONGVIEW,AUSTIN,78745.0,TRAVIS,3088291.0,10046541.0,30.2031482,-97.82694257,"(30.2031482, -97.82694257)",5.0,643S,ME16
352933,18-00062949,Coyote Complaints,Phone,Closed,03/06/2018 01:21:39 PM,03/05/2018 05:18:19 PM,03/06/2018 01:21:39 PM,03/06/2018 01:21:39 PM,"5209 CIPRIANO DR, BEE CAVE, TX 78738",5209.0,CIPRIANO,BEE CAVE,78738.0,TRAVIS,3035443.62242559,10086371.5186124,30.31580597,-97.99154171,"(30.31580597, -97.99154171)",,549J,WW26
364456,14-00052492,Coyote Complaints,Phone,Closed,04/01/2014 03:22:06 PM,03/25/2014 06:19:56 PM,04/01/2014 03:22:06 PM,04/01/2014 03:22:06 PM,FM 969 RD & OAK RD TX,,FM 969 RD & OAK RD,AUSTIN,78725.0,TRAVIS,3148157.587,10073893.23,30.27413,-97.635067,"(30.27413, -97.635067)",1.0,587R,MP23
389992,18-00063572,Coyote Complaints,Phone,Closed,03/06/2018 12:24:19 PM,03/06/2018 11:00:52 AM,03/06/2018 12:24:19 PM,03/06/2018 12:24:19 PM,"15817 BOOTH CIR, VOLENTE, TX 78641",15817.0,BOOTH,VOLENTE,78641.0,TRAVIS,3059133.76257374,10130109.8386324,30.43464754,-97.91346482,"(30.43464754, -97.91346482)",,461A,MA36
395211,17-00092010,Coyote Complaints,Phone,New,04/10/2017 01:27:08 PM,04/10/2017 01:27:08 PM,04/10/2017 01:27:08 PM,,"807 WESTBROOK DR, AUSTIN, TX 78746",807.0,WESTBROOK,AUSTIN,78746.0,TRAVIS,3097989.75302934,10077195.001316,30.28680758,-97.79403397,"(30.28680758, -97.79403397)",,583H,MF24
395609,17-00341590,Coyote Complaints,Phone,Closed,11/27/2017 01:42:37 PM,11/14/2017 01:33:51 PM,11/27/2017 01:42:37 PM,11/27/2017 01:42:37 PM,"3510 WENDEL CV 3, AUSTIN, TX 78731",3510.0,WENDEL,AUSTIN,78731.0,TRAVIS,3109260.48071975,10099303.1338053,30.34686746,-97.75671249,"(30.34686746, -97.75671249)",10.0,524R,MH29
395626,17-00344222,Coyote Complaints,Phone,Closed,11/27/2017 04:07:00 PM,11/16/2017 06:20:41 PM,11/27/2017 03:07:02 PM,11/27/2017 04:07:00 PM,"3205 INDIGO WATERS DR, AUSTIN, TX 78732",3205.0,INDIGO WATERS,AUSTIN,78732.0,TRAVIS,3062907.55116724,10109411.1579479,30.3775216,-97.90292779,"(30.3775216, -97.90292779)",,491T,MA31
395632,17-00344691,Coyote Complaints,Phone,Closed,11/27/2017 02:39:46 PM,11/17/2017 09:46:36 AM,11/27/2017 02:39:46 PM,11/27/2017 02:39:46 PM,"16212 TRAVESIA WAY, AUSTIN, TX 78728",16212.0,TRAVESIA,AUSTIN,78728.0,TRAVIS,3131161.49684519,10144719.8536802,30.47029679,-97.68387153,"(30.47029679, -97.68387153)",,436C,MM39
395686,17-00349304,Coyote Complaints,Phone,Closed,11/27/2017 11:59:32 AM,11/22/2017 09:35:22 AM,11/27/2017 10:59:34 AM,11/27/2017 11:59:32 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427.0,PARKER,AUSTIN,78741.0,TRAVIS,3115008.75,10053260.0,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3.0,645E,MJ18
395701,17-00065616,Coyote Complaints,Phone,Closed,03/21/2017 03:11:13 PM,03/16/2017 09:41:15 AM,03/21/2017 03:11:12 PM,03/21/2017 03:11:13 PM,"5700 SUNSET RIDGE, AUSTIN, TX 78735",5700.0,SUNSET,AUSTIN,78735.0,TRAVIS,3069275.02004875,10065746.1423611,30.25710537,-97.88578625,"(30.25710537, -97.88578625)",8.0,611C,MB21
395763,17-00350930,Coyote Complaints,Phone,Closed,11/27/2017 03:37:18 PM,11/24/2017 06:24:03 PM,11/27/2017 03:37:18 PM,11/27/2017 03:37:18 PM,"SHOAL CREEK BLVD & ALLANDALE RD, AUSTIN, TX 78756",,SHOAL CREEK BLVD & ALLANDALE RD,AUSTIN,78756.0,TRAVIS,3111742.77,10094897.97,30.33459996,-97.74916953,"(30.33459996, -97.74916953)",7.0,525W,MJ28
395860,17-00318408,Coyote Complaints,Phone,Closed,10/27/2017 12:47:48 PM,10/24/2017 10:21:42 AM,10/27/2017 11:47:50 AM,10/27/2017 12:47:48 PM,"1604 RED FOX RD, AUSTIN, TX 78734",1604.0,RED FOX,AUSTIN,78734.0,TRAVIS,3054375.25154141,10107368.9975213,30.37241745,-97.93011949999999,"(30.37241745, -97.9301195)",,490Y,WZ31
396408,17-00353321,Coyote Complaints,Phone,Closed,11/27/2017 04:46:34 PM,11/27/2017 04:27:38 PM,11/27/2017 04:46:33 PM,11/27/2017 04:46:34 PM,"3006 CATALINA DR, AUSTIN, TX 78741",3006.0,CATALINA,AUSTIN,78741.0,TRAVIS,3116565.49917524,10054185.000168,30.22237751,-97.73689829,"(30.22237751, -97.73689829)",3.0,645B,MJ18
396423,17-00353341,Coyote Complaints,Phone,New,11/27/2017 04:34:16 PM,11/27/2017 04:34:16 PM,11/27/2017 04:34:18 PM,,"7300 GREEN GRASS TRL, AUSTIN, TX 78744",7300.0,GREEN GRASS,AUSTIN,78744.0,TRAVIS,3116089.74849396,10034227.0025088,30.16754695,-97.73987726,"(30.16754695, -97.73987726)",2.0,675S,MJ13
396581,17-00076620,Coyote Complaints,Phone,New,03/27/2017 07:42:32 AM,03/27/2017 07:42:32 AM,03/27/2017 07:42:33 AM,,"15814 DEBBA DR, AUSTIN, TX 78734",15814.0,DEBBA,AUSTIN,78734.0,TRAVIS,3047525.07177881,10108850.869403,30.37689612,-97.95173646,"(30.37689612, -97.95173646)",,490S,WY31
396607,17-00353579,Coyote Complaints,Phone,Closed,11/28/2017 11:17:26 AM,11/27/2017 08:55:40 PM,11/28/2017 11:17:26 AM,11/28/2017 11:17:26 AM,"1103 EMERALD FOREST CV, AUSTIN, TX 78745",1103.0,EMERALD FOREST,AUSTIN,78745.0,TRAVIS,3101659.25145655,10051946.0025613,30.21717068,-97.78424398,"(30.21717068, -97.78424398)",3.0,644E,MG18
396911,17-00173330,Coyote Complaints,Phone,Closed,09/17/2017 03:08:10 PM,06/21/2017 09:47:11 PM,09/17/2017 03:08:10 PM,09/17/2017 03:08:10 PM,"8801 LA CRESADA DR, AUSTIN, TX 78749",8801.0,LA CRESADA,AUSTIN,78749.0,TRAVIS,3076374.25,10047382.0,30.20619266,-97.86459709999998,"(30.20619266, -97.8645971)",8.0,642P,MC17
397662,17-00254631,Coyote Complaints,Phone,Closed,08/31/2017 11:31:32 AM,08/30/2017 02:39:18 PM,08/31/2017 11:31:32 AM,08/31/2017 11:31:32 AM,"3102 FLEECE FLOWER CV, AUSTIN, TX 78735",3102.0,FLEECE FLOWER,AUSTIN,78735.0,TRAVIS,3073806.25302505,10075414.001001,30.28340661,-97.87076017,"(30.28340661, -97.87076017)",,582J,MC23
398684,17-00234017,Coyote Complaints,Phone,New,08/14/2017 07:34:51 AM,08/14/2017 07:34:51 AM,08/14/2017 07:34:51 AM,,"13021 LEGENDARY DR, AUSTIN, TX 78727",13021.0,LEGENDARY,AUSTIN,78727.0,TRAVIS,3116805.95999999,10131649.12,30.43529914,-97.73039875,"(30.43529914, -97.73039875)",6.0,465B,MJ36
399063,17-00297795,Coyote Complaints,Phone,Closed,10/09/2017 01:20:23 PM,10/05/2017 03:12:56 PM,10/09/2017 01:20:23 PM,10/09/2017 01:20:23 PM,"5400 REPUBLIC OF TEXAS BLVD, AUSTIN, TX 78735",5400.0,REPUBLIC OF TEXAS,AUSTIN,78735.0,TRAVIS,3083169.58038156,10062901.0388686,30.24843641,-97.84199079,"(30.24843641, -97.84199079)",8.0,612M,MD20
399263,17-00201983,Coyote Complaints,Phone,Closed,12/04/2017 03:03:42 PM,07/15/2017 11:34:54 AM,12/04/2017 02:03:45 PM,12/04/2017 03:03:42 PM,"1601 EASY ST, AUSTIN, TX 78746",1601.0,EASY,AUSTIN,78746.0,TRAVIS,3091603.50061155,10071418.0014435,30.27132646,-97.81467659,"(30.27132646, -97.81467659)",8.0,583T,ME22
399439,17-00318542,Coyote Complaints,Phone,Closed,10/24/2017 12:26:44 PM,10/24/2017 11:45:29 AM,10/24/2017 12:26:44 PM,10/24/2017 12:26:44 PM,"5208 MAGDELENA DR, AUSTIN, TX 78735",5208.0,MAGDELENA,AUSTIN,78735.0,TRAVIS,3086428.0023353,10066054.0030841,30.25690252,-97.83144936,"(30.25690252, -97.83144936)",8.0,613A,ME21
399658,17-00218404,Coyote Complaints,Phone,New,07/30/2017 02:34:58 AM,07/30/2017 02:34:58 AM,07/30/2017 02:35:00 AM,,"5901 LITTLE CREEK TRL, AUSTIN, TX 78744",5901.0,LITTLE CREEK,AUSTIN,78744.0,TRAVIS,3114713.49697516,10041502.0026855,30.1876328,-97.74369519,"(30.1876328, -97.74369519)",2.0,675A,MJ15
400148,17-00066033,Coyote Complaints,Phone,Closed,03/19/2017 02:46:41 PM,03/16/2017 03:38:21 PM,03/19/2017 02:46:41 PM,03/19/2017 02:46:41 PM,"3200 ADELPHI LN, AUSTIN, TX 78759",3200.0,ADELPHI,AUSTIN,78727.0,TRAVIS,3123044.23182701,10125988.0629856,30.41933492,-97.71103263,"(30.41933492, -97.71103263)",7.0,465R,MK35
400253,17-00180933,Coyote Complaints,Phone,Closed,06/29/2017 11:15:58 AM,06/28/2017 02:21:43 PM,06/29/2017 11:15:58 AM,06/29/2017 11:15:58 AM,"9309 IVALENES HOPE DR, AUSTIN, 78717",9309.0,IVALENES HOPE,AUSTIN,78717.0,WILLIAMSON,3109069.35652026,10152674.3743529,30.49359025,-97.75339445,"(30.49359025, -97.75339445)",6.0,404M,MH41
400311,17-00181252,Coyote Complaints,Phone,Closed,06/29/2017 01:55:28 PM,06/28/2017 06:00:45 PM,06/29/2017 01:55:28 PM,06/29/2017 01:55:28 PM,"223 VAILCO LN, AUSTIN, TX 78738",223.0,VAILCO,AUSTIN,78738.0,TRAVIS,3046224.07295862,10092355.8886971,30.33162833,-97.95697866,"(30.33162833, -97.95697866)",,550A,WY27
400328,17-00181223,Coyote Complaints,Phone,Closed,07/08/2017 03:07:45 PM,06/28/2017 05:37:30 PM,07/08/2017 02:07:48 PM,07/08/2017 03:07:45 PM,"5901 SOUTHWEST PKWY, AUSTIN, TX 78735",5901.0,SOUTHWEST,AUSTIN,78735.0,TRAVIS,3080799.25,10061233.0,30.24399687,-97.84961374,"(30.24399687, -97.84961374)",8.0,612Q,MD20
400449,17-00315270,Coyote Complaints,Phone,Closed,10/26/2017 05:13:42 PM,10/21/2017 04:09:06 AM,10/26/2017 04:13:45 PM,10/26/2017 05:13:42 PM,"11908 BROOKWOOD CV, AUSTIN, TX 78750",11908.0,BROOKWOOD,AUSTIN,78750.0,TRAVIS,3098143.50067767,10134173.9974594,30.44342671,-97.78941901,"(30.44342671, -97.78941901)",6.0,434W,MG37
400793,17-00182869,Coyote Complaints,Phone,Closed,07/08/2017 01:37:48 PM,06/30/2017 07:24:30 AM,07/08/2017 01:37:47 PM,07/08/2017 01:37:48 PM,"711 GARNER AVE, AUSTIN, TX 78704",711.0,GARNER,AUSTIN,78704.0,TRAVIS,3107287.56913318,10067726.9215446,30.26019426,-97.7652762,"(30.26019426, -97.7652762)",5.0,614C,MH21
401707,18-00103543,Coyote Complaints,Phone,Closed,04/12/2018 03:31:11 PM,04/10/2018 06:47:35 PM,04/12/2018 02:31:13 PM,04/12/2018 03:31:11 PM,"11266 TAYLOR DRAPER LN, AUSTIN, TX 78759",11266.0,TAYLOR DRAPER,AUSTIN,78759.0,TRAVIS,3109904.5,10122429.0,30.41039636,-97.75297087,"(30.41039636, -97.75297087)",10.0,464V,MH34
401725,18-00103632,Coyote Complaints,Phone,Closed,04/12/2018 11:51:03 AM,04/10/2018 08:23:04 PM,04/12/2018 11:51:03 AM,04/12/2018 11:51:03 AM,"BYERS LN & LARKINS LN, AUSTIN, TX 78753",,BYERS LN & LARKINS LN,AUSTIN,78753.0,TRAVIS,3138315.00734868,10113174.9081366,30.38311507,-97.66357354,"(30.38311507, -97.66357354)",1.0,497N,MN32
401835,17-00285013,Coyote Complaints,Phone,Closed,10/05/2017 03:07:37 PM,09/24/2017 06:05:44 PM,10/05/2017 02:07:44 PM,10/05/2017 03:07:37 PM,"5608 SUNNY VISTA DR, AUSTIN, TX 78749",5608.0,SUNNY VISTA,AUSTIN,78749.0,TRAVIS,3074049.00227796,10046709.0013285,30.20448432,-97.87200331,"(30.20448432, -97.87200331)",8.0,642N,MC17
401876,17-00290179,Coyote Complaints,Phone,Closed,12/04/2017 04:55:14 PM,09/28/2017 08:33:20 PM,12/04/2017 03:55:16 PM,12/04/2017 04:55:14 PM,"12323 LITTLE FATIMA LN, AUSTIN, TX 78753",12323.0,LITTLE FATIMA,AUSTIN,78753.0,TRAVIS,3141352.99887427,10116019.9987062,30.39073486,-97.65372419,"(30.39073486, -97.65372419)",7.0,497K,MN32
401896,17-00294131,Coyote Complaints,Phone,Closed,10/05/2017 01:38:05 PM,10/02/2017 05:13:24 PM,10/05/2017 01:38:05 PM,10/05/2017 01:38:05 PM,"BILLIEM DR & MAGAZINE ST, AUSTIN, TX 78727",,BILLIEM DR & MAGAZINE ST,AUSTIN,78727.0,TRAVIS,3131193.6172929,10127598.9385039,30.42323218,-97.68506329,"(30.42323218, -97.68506329)",7.0,466L,MM35
401951,17-00295821,Coyote Complaints,Phone,Closed,10/05/2017 02:34:45 PM,10/04/2017 08:42:05 AM,10/05/2017 02:34:44 PM,10/05/2017 02:34:45 PM,"1205 SHELDON CV, AUSTIN, TX 78753",1205.0,SHELDON,AUSTIN,78753.0,TRAVIS,3131734.78823784,10098970.4726644,30.34450205,-97.68550858,"(30.34450205, -97.68550858)",4.0,526Q,MM29
402121,17-00297184,Coyote Complaints,Phone,Closed,10/05/2017 04:40:44 PM,10/05/2017 08:44:26 AM,10/05/2017 04:40:44 PM,10/05/2017 04:40:44 PM,"73 PASCAL LN, AUSTIN, TX 78746",73.0,PASCAL,AUSTIN,78746.0,TRAVIS,3086570.75283843,10090049.9996552,30.32285624,-97.82928666,"(30.32285624, -97.82928666)",,553E,ME27
402255,17-00297422,Coyote Complaints,Phone,Closed,10/05/2017 02:58:43 PM,10/05/2017 11:15:10 AM,10/05/2017 02:58:43 PM,10/05/2017 02:58:43 PM,"2802 LOCKE LN, AUSTIN, TX 78704",2802.0,LOCKE,AUSTIN,78704.0,TRAVIS,3105823.74717797,10060437.002469,30.24024814,-97.77044341,"(30.24024814, -97.77044341)",3.0,614Q,MH20
402430,18-00108871,Coyote Complaints,Phone,Closed,05/01/2018 12:17:21 PM,04/15/2018 01:19:12 PM,05/01/2018 11:17:22 AM,05/01/2018 12:17:21 PM,"8867 MOUNTAIN RIDGE CIR, AUSTIN, TX 78759",8867.0,MOUNTAIN RIDGE,AUSTIN,78759.0,TRAVIS,3109947.74763718,10113645.9972442,30.38625028,-97.75347983,"(30.38625028, -97.75347983)",10.0,494M,MH32
402445,17-00297957,Coyote Complaints,Phone,New,10/05/2017 04:54:57 PM,10/05/2017 04:54:57 PM,10/05/2017 04:54:59 PM,,"7809 PALACIOS DR, AUSTIN, TX 78749",7809.0,PALACIOS,AUSTIN,78749.0,TRAVIS,3082580.00097066,10048718.001023,30.20948503,-97.84486227,"(30.20948503, -97.84486227)",8.0,642L,MD17
402598,18-00002397,Coyote Complaints,Phone,Closed,01/25/2018 05:10:19 PM,01/03/2018 02:20:05 PM,01/25/2018 04:10:21 PM,01/25/2018 05:10:19 PM,"6001 CARNATION TER, AUSTIN, TX 78741",6001.0,CARNATION,AUSTIN,78741.0,TRAVIS,3126824.74785523,10057860.0016709,30.23181694,-97.70414991,"(30.23181694, -97.70414991)",3.0,616W,ML19
402785,17-00094436,Coyote Complaints,Phone,Closed,05/12/2017 12:58:43 PM,04/12/2017 06:21:57 PM,05/12/2017 12:58:43 PM,05/12/2017 12:58:43 PM,"PINEY POINT DR & TREE LINE DR, AUSTIN, TX 78729",,PINEY POINT DR & TREE LINE DR,AUSTIN,78729.0,WILLIAMSON,3101824.75017664,10136632.9998752,30.44995424,-97.77756065,"(30.44995424, -97.77756065)",6.0,434P,MG38
